success,trial_type,trial_index,time_elapsed,internal_node_id,cwid,StartTime,EndTime,rt,response,task,question_order,stim,answer,stimulus,Correct
,survey-likert,5,128011,0.0-4.0-1.0,2141268,44965.5068518519,44965.5167476852,21961.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,4.0,,1
,survey-likert,6,218621,0.0-4.0-2.0,2141268,44965.5068518519,44965.5167476852,90607.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,1.0,,1
,survey-likert,7,251148,0.0-4.0-3.0,2141268,44965.5068518519,44965.5167476852,32524.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,5.0,,1
,survey-likert,8,319835,0.0-4.0-4.0,2141268,44965.5068518519,44965.5167476852,68685.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,2.0,,1
,survey-likert,9,342315,0.0-4.0-5.0,2141268,44965.5068518519,44965.5167476852,22477.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,7.0,,1
,survey-likert,10,400787,0.0-4.0-6.0,2141268,44965.5068518519,44965.5167476852,58469.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,1.0,,0
,survey-likert,11,466778,0.0-4.0-7.0,2141268,44965.5068518519,44965.5167476852,65988.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,6.0,,1
,survey-likert,12,540922,0.0-4.0-8.0,2141268,44965.5068518519,44965.5167476852,74141.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,7.0,,1
,survey-likert,13,713753,0.0-4.0-9.0,2141268,44965.5068518519,44965.5167476852,172828.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,8.0,,0
,survey-likert,14,736280,0.0-4.0-10.0,2141268,44965.5068518519,44965.5167476852,22524.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,5.0,,0
,survey-likert,15,852400,0.0-4.0-11.0,2141268,44965.5068518519,44965.5167476852,116116.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,3.0,,1
,html-keyboard-response,16,855067,0.0-5.0,2141268,44965.5068518519,44965.5167476852,2663.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,2401,0.0-0.0,2286689,44965.5119907407,44965.5166550926,,,,,,,,0
,survey-html-form,1,8937,0.0-1.0,2286689,44965.5119907407,44965.5166550926,6534.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,22721,0.0-2.0,2286689,44965.5119907407,44965.5166550926,13783.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,25487,0.0-3.0,2286689,44965.5119907407,44965.5166550926,2765.0,Array,rpms_instruction,,,,,0
,survey-likert,4,55549,0.0-4.0-0.0,2286689,44965.5119907407,44965.5166550926,30061.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,7.0,,0
,survey-likert,5,147763,0.0-4.0-1.0,2286689,44965.5119907407,44965.5166550926,92199.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,7.0,,0
,survey-likert,6,177724,0.0-4.0-2.0,2286689,44965.5119907407,44965.5166550926,29948.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,5.0,,0
,survey-likert,7,203218,0.0-4.0-3.0,2286689,44965.5119907407,44965.5166550926,25480.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,7.0,,0
,survey-likert,8,227452,0.0-4.0-4.0,2286689,44965.5119907407,44965.5166550926,24220.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,4.0,,0
,survey-likert,9,236768,0.0-4.0-5.0,2286689,44965.5119907407,44965.5166550926,9303.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,4.0,,0
,survey-likert,10,263408,0.0-4.0-6.0,2286689,44965.5119907407,44965.5166550926,26627.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,4.0,,0
,survey-likert,11,277110,0.0-4.0-7.0,2286689,44965.5119907407,44965.5166550926,13689.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,6.0,,1
,survey-likert,12,304506,0.0-4.0-8.0,2286689,44965.5119907407,44965.5166550926,27382.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,7.0,,1
,survey-likert,13,337511,0.0-4.0-9.0,2286689,44965.5119907407,44965.5166550926,32992.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,1.0,,0
,survey-likert,14,354131,0.0-4.0-10.0,2286689,44965.5119907407,44965.5166550926,16607.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,7.0,,0
,survey-likert,15,397319,0.0-4.0-11.0,2286689,44965.5119907407,44965.5166550926,43174.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,1.0,,0
,html-keyboard-response,16,402452,0.0-5.0,2286689,44965.5119907407,44965.5166550926,5118.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,3574,0.0-0.0,3063359,44965.5113541667,44965.5191203704,,,,,,,,0
,survey-html-form,1,14230,0.0-1.0,3063359,44965.5113541667,44965.5191203704,10653.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,24850,0.0-2.0,3063359,44965.5113541667,44965.5191203704,10618.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,33398,0.0-3.0,3063359,44965.5113541667,44965.5191203704,8547.0,Array,rpms_instruction,,,,,0
,survey-likert,4,79439,0.0-4.0-0.0,3063359,44965.5113541667,44965.5191203704,46038.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,5.0,,1
,survey-likert,5,115438,0.0-4.0-1.0,3063359,44965.5113541667,44965.5191203704,35994.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,8.0,,0
,survey-likert,6,163785,0.0-4.0-2.0,3063359,44965.5113541667,44965.5191203704,48342.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,1.0,,1
,survey-likert,7,180389,0.0-4.0-3.0,3063359,44965.5113541667,44965.5191203704,16599.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,4.0,,0
,survey-likert,8,218850,0.0-4.0-4.0,3063359,44965.5113541667,44965.5191203704,38456.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,2.0,,1
,survey-likert,9,290045,0.0-4.0-5.0,3063359,44965.5113541667,44965.5191203704,71189.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,5.0,,0
,survey-likert,10,338790,0.0-4.0-6.0,3063359,44965.5113541667,44965.5191203704,48741.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,8.0,,1
,survey-likert,11,457246,0.0-4.0-7.0,3063359,44965.5113541667,44965.5191203704,118451.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,3.0,,0
,survey-likert,12,509397,0.0-4.0-8.0,3063359,44965.5113541667,44965.5191203704,52147.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,7.0,,1
,survey-likert,13,544341,0.0-4.0-9.0,3063359,44965.5113541667,44965.5191203704,34939.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,4.0,,0
,survey-likert,14,595380,0.0-4.0-10.0,3063359,44965.5113541667,44965.5191203704,51033.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,3.0,,0
,survey-likert,15,668422,0.0-4.0-11.0,3063359,44965.5113541667,44965.5191203704,73038.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,2.0,,0
,html-keyboard-response,16,670837,0.0-5.0,3063359,44965.5113541667,44965.5191203704,2408.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,2511,0.0-0.0,1558844,44965.5179861111,44965.5199189815,,,,,,,,0
,survey-html-form,1,4962,0.0-1.0,1558844,44965.5179861111,44965.5199189815,2449.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,37348,0.0-2.0,1558844,44965.5179861111,44965.5199189815,32385.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,41119,0.0-3.0,1558844,44965.5179861111,44965.5199189815,3770.0,Array,rpms_instruction,,,,,0
,survey-likert,4,90045,0.0-4.0-0.0,1558844,44965.5179861111,44965.5199189815,48924.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,8.0,,0
,survey-likert,5,98708,0.0-4.0-1.0,1558844,44965.5179861111,44965.5199189815,8661.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,7.0,,0
,survey-likert,6,102874,0.0-4.0-2.0,1558844,44965.5179861111,44965.5199189815,4164.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,4.0,,0
,survey-likert,7,116904,0.0-4.0-3.0,1558844,44965.5179861111,44965.5199189815,14028.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,4.0,,0
,survey-likert,8,125707,0.0-4.0-4.0,1558844,44965.5179861111,44965.5199189815,8802.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,6.0,,0
,survey-likert,9,128916,0.0-4.0-5.0,1558844,44965.5179861111,44965.5199189815,3207.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,5.0,,0
,survey-likert,10,132916,0.0-4.0-6.0,1558844,44965.5179861111,44965.5199189815,3998.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,1.0,,0
,survey-likert,11,135012,0.0-4.0-7.0,1558844,44965.5179861111,44965.5199189815,2094.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,3.0,,0
,survey-likert,12,144096,0.0-4.0-8.0,1558844,44965.5179861111,44965.5199189815,9083.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,3.0,,0
,survey-likert,13,146829,0.0-4.0-9.0,1558844,44965.5179861111,44965.5199189815,2731.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,6.0,,0
,survey-likert,14,149456,0.0-4.0-10.0,1558844,44965.5179861111,44965.5199189815,2624.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,5.0,,0
,survey-likert,15,152934,0.0-4.0-11.0,1558844,44965.5179861111,44965.5199189815,3475.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,7.0,,0
,html-keyboard-response,16,166853,0.0-5.0,1558844,44965.5179861111,44965.5199189815,13916.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,17615,0.0-0.0,3366361,44965.5128472222,44965.5195717593,,,,,,,,0
,survey-html-form,1,35204,0.0-1.0,3366361,44965.5128472222,44965.5195717593,17587.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,48503,0.0-2.0,3366361,44965.5128472222,44965.5195717593,13297.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,58420,0.0-3.0,3366361,44965.5128472222,44965.5195717593,9915.0,Array,rpms_instruction,,,,,0
,survey-likert,4,108438,0.0-4.0-0.0,3366361,44965.5128472222,44965.5195717593,50014.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,5.0,,1
,survey-likert,5,136403,0.0-4.0-1.0,3366361,44965.5128472222,44965.5195717593,27959.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,4.0,,1
,survey-likert,6,160486,0.0-4.0-2.0,3366361,44965.5128472222,44965.5195717593,24075.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,2.0,,0
,survey-likert,7,176302,0.0-4.0-3.0,3366361,44965.5128472222,44965.5195717593,15810.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,5.0,,1
,survey-likert,8,222053,0.0-4.0-4.0,3366361,44965.5128472222,44965.5195717593,45746.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,2.0,,1
,survey-likert,9,270686,0.0-4.0-5.0,3366361,44965.5128472222,44965.5195717593,48625.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,7.0,,1
,survey-likert,10,290353,0.0-4.0-6.0,3366361,44965.5128472222,44965.5195717593,19657.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,8.0,,1
,survey-likert,11,329252,0.0-4.0-7.0,3366361,44965.5128472222,44965.5195717593,38892.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,6.0,,1
,survey-likert,12,349752,0.0-4.0-8.0,3366361,44965.5128472222,44965.5195717593,20492.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,7.0,,1
,survey-likert,13,402268,0.0-4.0-9.0,3366361,44965.5128472222,44965.5195717593,52507.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,3.0,,0
,survey-likert,14,510400,0.0-4.0-10.0,3366361,44965.5128472222,44965.5195717593,108128.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,4.0,,1
,survey-likert,15,576516,0.0-4.0-11.0,3366361,44965.5128472222,44965.5195717593,66109.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,6.0,,0
,html-keyboard-response,16,580862,0.0-5.0,3366361,44965.5128472222,44965.5195717593,4337.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,1988,0.0-0.0,5136219,44965.5176388889,44965.5209837963,,,,,,,,0
,survey-html-form,1,7962,0.0-1.0,5136219,44965.5176388889,44965.5209837963,5970.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,12204,0.0-2.0,5136219,44965.5176388889,44965.5209837963,4241.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,14525,0.0-3.0,5136219,44965.5176388889,44965.5209837963,2320.0,Array,rpms_instruction,,,,,0
,survey-likert,4,39836,0.0-4.0-0.0,5136219,44965.5176388889,44965.5209837963,25307.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,5.0,,1
,survey-likert,5,64910,0.0-4.0-1.0,5136219,44965.5176388889,44965.5209837963,25066.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,8.0,,0
,survey-likert,6,109494,0.0-4.0-2.0,5136219,44965.5176388889,44965.5209837963,44580.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,1.0,,1
,survey-likert,7,130221,0.0-4.0-3.0,5136219,44965.5176388889,44965.5209837963,20721.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,4.0,,0
,survey-likert,8,150624,0.0-4.0-4.0,5136219,44965.5176388889,44965.5209837963,20396.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,8.0,,0
,survey-likert,9,161995,0.0-4.0-5.0,5136219,44965.5176388889,44965.5209837963,11364.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,2.0,,0
,survey-likert,10,176659,0.0-4.0-6.0,5136219,44965.5176388889,44965.5209837963,14659.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,1.0,,0
,survey-likert,11,191100,0.0-4.0-7.0,5136219,44965.5176388889,44965.5209837963,14434.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,8.0,,0
,survey-likert,12,220838,0.0-4.0-8.0,5136219,44965.5176388889,44965.5209837963,29732.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,7.0,,1
,survey-likert,13,234962,0.0-4.0-9.0,5136219,44965.5176388889,44965.5209837963,14118.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,8.0,,0
,survey-likert,14,256463,0.0-4.0-10.0,5136219,44965.5176388889,44965.5209837963,21495.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,3.0,,0
,survey-likert,15,286453,0.0-4.0-11.0,5136219,44965.5176388889,44965.5209837963,29984.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,1.0,,0
,html-keyboard-response,16,288336,0.0-5.0,5136219,44965.5176388889,44965.5209837963,1876.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,2610,0.0-0.0,4639437,44965.5179398148,44965.5214467593,,,,,,,,0
,survey-html-form,1,3926,0.0-1.0,4639437,44965.5179398148,44965.5214467593,1313.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,15781,0.0-2.0,4639437,44965.5179398148,44965.5214467593,11854.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,19197,0.0-3.0,4639437,44965.5179398148,44965.5214467593,3414.0,Array,rpms_instruction,,,,,0
,survey-likert,4,64711,0.0-4.0-0.0,4639437,44965.5179398148,44965.5214467593,45510.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,5.0,,1
,survey-likert,5,97496,0.0-4.0-1.0,4639437,44965.5179398148,44965.5214467593,32778.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,8.0,,0
,survey-likert,6,124777,0.0-4.0-2.0,4639437,44965.5179398148,44965.5214467593,27276.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,1.0,,1
,survey-likert,7,144557,0.0-4.0-3.0,4639437,44965.5179398148,44965.5214467593,19774.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,3.0,,0
,survey-likert,8,175760,0.0-4.0-4.0,4639437,44965.5179398148,44965.5214467593,31198.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,8.0,,0
,survey-likert,9,201062,0.0-4.0-5.0,4639437,44965.5179398148,44965.5214467593,25295.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,6.0,,0
,survey-likert,10,213779,0.0-4.0-6.0,4639437,44965.5179398148,44965.5214467593,12712.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,1.0,,0
,survey-likert,11,251212,0.0-4.0-7.0,4639437,44965.5179398148,44965.5214467593,37427.0,Array,rpms_task,Array,RPMShort_images/G0T1E08RPM23.png,6.0,,1
,survey-likert,12,264160,0.0-4.0-8.0,4639437,44965.5179398148,44965.5214467593,12943.0,Array,rpms_task,Array,RPMShort_images/G0T1E09RPM25.png,7.0,,1
,survey-likert,13,274260,0.0-4.0-9.0,4639437,44965.5179398148,44965.5214467593,10094.0,Array,rpms_task,Array,RPMShort_images/G0T1E10RPM30.png,4.0,,0
,survey-likert,14,288860,0.0-4.0-10.0,4639437,44965.5179398148,44965.5214467593,14594.0,Array,rpms_task,Array,RPMShort_images/G0T1E11RPM31.png,5.0,,0
,survey-likert,15,300214,0.0-4.0-11.0,4639437,44965.5179398148,44965.5214467593,11348.0,Array,rpms_task,Array,RPMShort_images/G0T1E12RPM35.png,4.0,,0
,html-keyboard-response,16,303178,0.0-5.0,4639437,44965.5179398148,44965.5214467593,2957.0, ,rpms_debrief,,,,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>,0
1.0,fullscreen,0,3601,0.0-0.0,4516926,44965.5174421296,44965.5214699074,,,,,,,,0
,survey-html-form,1,12886,0.0-1.0,4516926,44965.5174421296,44965.5214699074,9283.0,Array,rpms_instruction,,,,,0
,survey-html-form,2,21501,0.0-2.0,4516926,44965.5174421296,44965.5214699074,8615.0,Array,rpms_instruction,,,,,0
,survey-html-form,3,38565,0.0-3.0,4516926,44965.5174421296,44965.5214699074,17063.0,Array,rpms_instruction,,,,,0
,survey-likert,4,66743,0.0-4.0-0.0,4516926,44965.5174421296,44965.5214699074,28174.0,Array,rpms_task,Array,RPMShort_images/G0T1E01RPM01.png,5.0,,1
,survey-likert,5,95078,0.0-4.0-1.0,4516926,44965.5174421296,44965.5214699074,28332.0,Array,rpms_task,Array,RPMShort_images/G0T1E02RPM04.png,4.0,,1
,survey-likert,6,114574,0.0-4.0-2.0,4516926,44965.5174421296,44965.5214699074,19494.0,Array,rpms_task,Array,RPMShort_images/G0T1E03RPM08.png,1.0,,1
,survey-likert,7,153838,0.0-4.0-3.0,4516926,44965.5174421296,44965.5214699074,39261.0,Array,rpms_task,Array,RPMShort_images/G0T1E04RPM11.png,5.0,,1
,survey-likert,8,178198,0.0-4.0-4.0,4516926,44965.5174421296,44965.5214699074,24357.0,Array,rpms_task,Array,RPMShort_images/G0T1E05RPM15.png,2.0,,1
,survey-likert,9,193086,0.0-4.0-5.0,4516926,44965.5174421296,44965.5214699074,14885.0,Array,rpms_task,Array,RPMShort_images/G0T1E06RPM18.png,2.0,,0
,survey-likert,10,206230,0.0-4.0-6.0,4516926,44965.5174421296,44965.5214699074,13141.0,Array,rpms_task,Array,RPMShort_images/G0T1E07RPM21.png,4.0,,0
